id	unitCode	title	media_count	media_id	object_type	medium	artist	date	topics
edanmdm-saam_1969.64.10	SAAM	Pine Tree	1.0	SAAM-1969.64.10_1-000001	Painting	watercolor and opaque watercolor on paper mounted on fiberboard	Sandow, n.d.	n.d.	Trees|Pine tree|Landscapes|Rocks
edanmdm-saam_1952.13.30	SAAM	The Field	1.0	SAAM-1952.13.30_2	Painting	oil on canvas	Alice Pike Barney, born Cincinnati, OH 1857-died Los Angeles, CA 1931	ca. 1892	Landscapes|Farms
edanmdm-saam_1962.13.65	SAAM	A Road in Dorset	1.0	SAAM-1962.13.65_1	Painting	watercolor and pencil on paper	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1931	Architecture|Domestic|Cityscapes|Streets|Dwellings
edanmdm-saam_1983.95.108	SAAM	Sunset	1.0	SAAM-1983.95.108_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	ca. 1875-1880	Sunset|Landscapes|Lakes|Forests and forestry|Time
edanmdm-saam_1929.6.54	SAAM	Thaxter's Garden	1.0	SAAM-1929.6.54_1	Painting	watercolor on paper	Childe Hassam, born Dorchester, MA 1859-died East Hampton, NY 1935	1892	Landscapes|Architecture|Domestic|Gardens|Dexter|Dwellings
edanmdm-saam_1968.121.6	SAAM	Church with Cedar Tree on Left	1.0	SAAM-1968.121.6_1	Painting	oil on canvas	Carl Newman, born Philadelphia, PA 1858-died Abington, PA 1932	before 1932	Trees|Landscapes|Architecture|Cedar tree|Religion|Church buildings
edanmdm-saam_1985.66.395	SAAM	Square Hills, 1200 Miles above St. Louis	1.0	SAAM-1985.66.395_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832	Western|Mountains|Landscapes|Square Hills|Rivers
edanmdm-saam_1909.7.13	SAAM	September	1.0	SAAM-1909.7.13_1	Painting	oil on canvas	William A. Coffin, born Allegheny, PA 1855-died New York City 1925	ca. 1907	Landscapes|Autumn|Farms|Seasons
edanmdm-saam_1929.6.61	SAAM	Ponte Santa Trinità	1.0	SAAM-1929.6.61_1	Painting	oil on canvas	Childe Hassam, born Dorchester, MA 1859-died East Hampton, NY 1935	1897	Bridges|Ponte Santa Trinta|Boats and boating|Architecture|Florence|Cityscapes|Rivers|Waterscapes
edanmdm-saam_1989.90	SAAM	Mouth of James Creek	1.0	SAAM-1989.90_1	Painting	oil on canvas	De Lancey Gill, born Chester, SC 1859-died Alexandria, VA 1940	n.d.	Landscapes|Architecture|Government|James Creek|Domestic|Rivers|U. S. Capitol|Dwellings
edanmdm-saam_1982.1.18	SAAM	White Rabbit with Herald's Costume (costume design)	1.0	SAAM-1982.1.18_1	Painting	watercolor and pencil	William Penhallow Henderson, born Medford, MA 1877-died Tesuque, NM 1943		Rabbits|Carroll|Animals|Literature|Fantasy|Alice in Wonderland
edanmdm-saam_1974.28.112	SAAM	Industry at Night	1.0	SAAM-1974.28.112_1	Painting	watercolor and pencil on paper	Horatio C. Forjohn, born Philadelphia, PA 1911-died Philadelphia, PA 1943	ca. 1940	Landscapes|Industrialization|Night|Architecture|Time|New Deal, 1933-1939|Works Progress Administration, Federal Art Project
edanmdm-saam_1999.81	SAAM	Mount Chocorua	1.0	SAAM-1999.81_1	Painting	oil on canvas	William James Stillman, born Schenectady, NY 1828-died Surrey, England 1901	1856	Mountains|Landscapes|Mount Chocorua|Lakes
edanmdm-saam_1991.56.62	SAAM	Malta	1.0	SAAM-1991.56.62_1	Painting	pencil and watercolor on paper mounted on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1844	Roof|Architecture|Religion|Cityscapes|Church buildings|Detail|Malta
edanmdm-saam_1962.13.17	SAAM	Portal of Church of Nervy St. Sepulchre (facsimile copy of a drawing by E. Viollet Le Duc in Hotel De Cluny)	1.0	SAAM-1962.13.17_1	Painting	watercolor and pencil on paper	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1880	St. Sepulchre|Architecture|Religion|Cityscapes|Detail|Church buildings
edanmdm-saam_1983.95.151	SAAM	Untitled (landscape with oxen and haycart crossing bridge)	1.0	SAAM-1983.95.151_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Landscapes
edanmdm-saam_1950.2.4	SAAM	Roseate Spoonbill, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.4_1	Painting	oil on wood	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	ca. 1905-1909	Water|Landscapes|Animals|Flamingo|Birds|Plants|Grasses
edanmdm-saam_1968.69.1	SAAM	(Landscape with Marshes)	1.0	SAAM-1968.69.1_1	Painting	watercolor	De Lancey Gill, born Chester, SC 1859-died Alexandria, VA 1940	1898	Landscapes|Marshes|Plants|Flowers
edanmdm-saam_1983.83.192	SAAM	The Conway, near Llanrwst, Wales	1.0	SAAM-1983.83.192_1	Painting	watercolor on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1899	Mountains|Landscapes|Conway River|Wales|Llanrwst|Rivers
edanmdm-saam_1962.13.28	SAAM	Towers from the City Wall, Nuremberg	1.0	SAAM-1962.13.28_1	Painting	watercolor and pencil on paper mounted on paperboard	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1897	Art|Wall|Architecture|Government|Castles|Cityscapes|Nuremburg|Tower|Detail
edanmdm-saam_1983.90.223	SAAM	Beeches	1.0	SAAM-1983.90.223_1	Painting	oil on canvas	Ernest Lawson, born Halifax, Nova Scotia, Canada 1873-died Miami, FL 1939	n.d.	Mountains|Trees|Landscapes|Architecture|Valleys|Beech tree
edanmdm-saam_1929.6.130	SAAM	Village Street, Dominica	1.0	SAAM-1929.6.130_1	Painting	watercolor on paper	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	n.d.	Trees|Landscapes|Palm tree|Architecture|Domestic|Islands|Dwellings
edanmdm-saam_1985.66.335-U	SAAM	Landscape Background	1.0	SAAM-1985.66.335-U_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1846-1848	Western|Landscapes
edanmdm-saam_1962.13.27	SAAM	Tower at Enkhuisen, Holland	1.0	SAAM-1962.13.27_1	Painting	watercolor and pencil on paper	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1897	Water|Boats and boating|Landscapes|Architecture|Government|Tower
edanmdm-saam_1928.7.1	SAAM	The Grand Canyon of the Yellowstone	1.0	SAAM-1928.7.1_2	Painting	oil on canvas	Thomas Moran, born Bolton, England 1837-died Santa Barbara, CA 1926	1893-1901	Weather|Landscapes|Grand Canyon of the Yellowstone|Cloud|Canyon|Rivers|Yellowstone River
edanmdm-saam_1988.44	SAAM	The River, Sound Beach, Connecticut	1.0	SAAM-1988.44_1	Painting	oil on linen	Edward Gay, born Mulligar, Ireland 1837-died Albany, NY 1928	ca. 1870-1907	Landscapes|Marshes|Sound Beach|Rivers
edanmdm-saam_1973.133.1	SAAM	Wyoming Foot Hills	1.0	SAAM-1973.133.1_1	Painting	watercolor and opaque watercolor on paper	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	1921	Mountains|Landscapes
edanmdm-saam_1970.12	SAAM	Sunset after Storm	1.0	SAAM-1970.12_1	Painting	watercolor	Otto Gaertner, born Berlin, Germany 1845-died New York City 1909	ca. 1900	Landscapes
edanmdm-saam_1909.7.74	SAAM	Noon in the Orchard	1.0	SAAM-1909.7.74_1	Painting	oil on canvas	Worthington Whittredge, born Springfield, OH 1820-died Summit, NJ 1910	1900	Landscapes|Orchard|Animals|Noon|Sheep|Time
edanmdm-saam_1974.69.22	SAAM	St. Jerome	1.0	SAAM-1974.69.22_1	Painting	oil on canvas	William Merritt Chase, born Williamsburg, IN 1849-died New York City 1916	ca. 1872-1879	Cats|Hermit|Animals|Occupations|Religion|Saints|Skull|St. Jerome|Angels|Fragment
edanmdm-saam_1985.66.590-U	SAAM	Landscape Background	1.0	SAAM-1985.66.590-U_1-000001	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1846-1848	Western|Landscapes
edanmdm-saam_1921.1.3	SAAM	Monarch of the Farm	1.0	SAAM-1921.1.3_1	Painting	oil on canvas	William H. Howe, born Ravenna, OH 1846-died Bronxville, NY 1929	1891	Animals|Architecture|Farms|Cattle
edanmdm-saam_1974.28.97	SAAM	(Untitled)	1.0	SAAM-1974.28.97_1	Painting	watercolor on paper mounted on paperboard	Unidentified (American)	1936	Landscapes|New Deal, 1933-1939|Rivers
edanmdm-saam_1992.35	SAAM	Edge of the Forest, Twilight	1.0	SAAM-1992.35_1	Painting	oil on canvas	Charles H. Davis, born Amesbury, MA 1856-died Mystic, CT 1933	ca. 1890	Landscapes|Twilight|Forests and forestry|Time
edanmdm-saam_1983.95.157	SAAM	Romantic Landscape	1.0	SAAM-1983.95.157_1	Painting	oil on canvas	Robert S. Duncanson, born Seneca County, NY 1821/22-died Detroit, MI 1872	1871	Weather|Landscapes|Animals|Architecture|Cloud|Imaginary
edanmdm-saam_1985.66.397	SAAM	Beautiful Prairie Bluffs above the Poncas, 1050 Miles above St. Louis	1.0	SAAM-1985.66.397_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832	Mountains|Landscapes|Plains|Poncas Mountains
edanmdm-saam_1985.66.402	SAAM	Nishnabottana Bluffs, Upper Missouri	1.0	SAAM-1985.66.402_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832	Western|Mountains|Landscapes|Missouri River|Nishnabottana Bluffs|Rivers
edanmdm-saam_1963.13	SAAM	Williamsburg Post Office	1.0	SAAM-1963.13_1	Painting	watercolor	Dwight Williams, born Camillus, NY 1856-died Cazenovia, NY 1932	ca. 1890	Trees|Landscapes|Animals|Roads|Architecture|Government|Horses|Post office|Vehicles|Cart
edanmdm-saam_1964.1.176	SAAM	Road in the Cuyamacas	1.0	SAAM-1964.1.176_1	Painting	oil on canvas	Charles Reiffel, born Indianapolis, IN 1862-died San Diego, CA 1942	ca. 1933-1934	Mountains|Landscapes|Public Works of Art Project|Rocks|New Deal, 1933-1939|Cuyamaca Mountains
edanmdm-saam_1923.8.2	SAAM	Wild Parsley	1.0	SAAM-1923.8.2_2	Painting	oil on canvas	Sarah Paxton Ball Dodson, born Philadelphia, PA 1847-died Brighton, England 1906	1900	Landscapes|Forests and forestry|Parsley|Plants
edanmdm-saam_1926.6.9	SAAM	Sheep	1.0	SAAM-1926.6.9_1	Painting	oil on canvas	Balthasar Paul Ommeganck, Belgian, born Antwerp, Belgium 1755-died Antwerp, Belgium 1826	n.d.	Mountains|Landscapes|Animals|Sheep
edanmdm-saam_1983.95.64	SAAM	Landscape (trees and rocks by lake)	1.0	SAAM-1983.95.64_2	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Trees|Landscapes|Lakes|Rocks
edanmdm-saam_1983.95.89	SAAM	Boat on Sea	1.0	SAAM-1983.95.89_2	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Weather|Sunset|Boats and boating|Landscapes|Coasts|Architecture|Evening|Sailboats|Cloud|Time|Waterscapes
edanmdm-saam_1983.95.147	SAAM	Newport	1.0	SAAM-1983.95.147_2	Painting	oil on waxed canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1877-1882	Weather|Landscapes|Coasts|Cloud
edanmdm-saam_1912.3.3	SAAM	The Cup of Death	1.0	SAAM-1912.3.3_1	Painting	oil on canvas	Elihu Vedder, born New York City 1836-died Rome, Italy 1923	1885 and 1911	Winged being|Landscapes|Literature|Night|Moon|Outer space|Fantasy|Khayyam, Omar|Death|Rubaiyat|Time|Allegory
edanmdm-saam_1968.120.2	SAAM	A Mexican Hacienda, Lake Cuitzeo	1.0	SAAM-1968.120.2_1	Painting	oil on wood	Thomas Moran, born Bolton, England 1837-died Santa Barbara, CA 1926	1885	Boats and boating|Landscapes|Lake Cuitzeo|Lakes|Waterscapes
edanmdm-saam_1916.6.50	SAAM	Interior	1.0	SAAM-1916.6.50_1	Painting	Oil on canvas	Eliphalet Fraser Andrews, born Steubenville, OH 1835-died Washington, DC 1915	n.d.	Architecture|Domestic
edanmdm-saam_1929.6.104	SAAM	Pastoral Study	1.0	SAAM-1929.6.104_1	Painting	oil on canvas mounted on fiberboard	Albert Pinkham Ryder, born New Bedford, MA 1847-died New York City 1917	1897	Trees|Landscapes|Animals|Farms|Cattle
edanmdm-saam_1984.147	SAAM	Tree Landscape	1.0	SAAM-1984.147_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1877	Landscapes|Animals|Farms|Cattle
edanmdm-saam_1976.30	SAAM	Mill on a Torrent	1.0	SAAM-1976.30_1	Painting	oil on canvas	Hermann Herzog, born Bremen, Germany 1831-died Philadelphia, PA 1932	1871	Mountains|Landscapes|Industrialization|Architecture|Waterfalls|Mill|Forests and forestry|Rivers
edanmdm-saam_1983.95.133	SAAM	Untitled (forest scene, fallen tree in foreground and house in background)	1.0	SAAM-1983.95.133_1	Painting	oil on paperboard	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1873	Landscapes|Architecture|Forests and forestry
edanmdm-saam_1974.69.17	SAAM	Corner of the Terrace, Versailles	1.0	SAAM-1974.69.17_1	Painting	oil on fabric: canvas mounted on paperboard	Carroll Beckwith, born Hannibal, MO 1852-died New York City 1917	1911	Landscapes|Architecture|Versailles Gardens|Versailles|Castles|Versailles Palace|Parks
edanmdm-saam_1983.83.285	SAAM	Caernarvon Castle	1.0	SAAM-1983.83.285_1	Painting	watercolor and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1899	Boats and boating|Landscapes|Architecture|Caernarvon|Caernarvon Castle|Wales|Castles
edanmdm-saam_1944.11.1	SAAM	Clearing after September Gale--Maine Coast	1.0	SAAM-1944.11.1_1	Painting	oil on canvas	Howard Russell Butler, born New York City 1856-died Princeton, NJ 1934	ca. 1924	Weather|Landscapes|Coasts|Storms|Autumn|Rocks|Seasons|Waterscapes|Sea
edanmdm-saam_1983.83.275	SAAM	The Wye near Ross	1.0	SAAM-1983.83.275_1	Painting	watercolor and pencil on paper	George Elbert Burr, born Monroe Falls, OH 1859-died Phoenix, AZ 1939	1899	Landscapes|Wales|Wye River|Rivers|Ross
edanmdm-saam_1950.2.25B	SAAM	Crumpled and Withered Leaf Edge Mimicking Caterpillar, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.25B_1	Painting	watercolor	Gerald H. Thayer, born Cornwall-on-Hudson, NY 1883-died Keene, NH 1939		Leaves|Animals|Insects|Caterpillars|Foliage
edanmdm-saam_1927.5.2	SAAM	The Parthenon, East Facade	1.0	SAAM-1927.5.2_1	Painting	watercolor	Henry Bacon, born Haverhill, MA 1839-died Cairo, Egypt 1912	n.d.	Ruins|Landscapes|Architecture|Temple|Parthenon
edanmdm-saam_1962.4.14	SAAM	Royal Oak	1.0	SAAM-1962.4.14_1	Painting	watercolor	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	1932	Trees|Landscapes|Autumn|Royal Oak|Seasons
edanmdm-saam_1950.2.21	SAAM	Pine-Tuft Caterpillar, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.21_1	Painting	watercolor	Gerald H. Thayer, born Cornwall-on-Hudson, NY 1883-died Keene, NH 1939		Animals|Insects|Pine|Caterpillars|Foliage
edanmdm-saam_1916.6.49	SAAM	Goats	1.0	SAAM-1916.6.49_1	Painting	Oil on canvas	Eliphalet Fraser Andrews, born Steubenville, OH 1835-died Washington, DC 1915	n.d.	Landscapes|Animals|Farms|Goat
edanmdm-saam_1913.7.1	SAAM	Autumn Landscape	1.0	SAAM-1913.7.1_2	Painting	oil on canvas	Du Bois Fenelon Hasbrouck, born Pine Hill, NY 1860-died Stamford, NY 1917	1886	Trees|Landscapes|Autumn|Rivers|Seasons
edanmdm-saam_1949.8.2	SAAM	Beach of Bass Rocks, Gloucester, Massachusetts	1.0	SAAM-1949.8.2_2	Painting	oil on canvas	F. K. M. Rehn, born Philadelphia, PA 1848-died Magnolia, MA 1914	1881	Landscapes|Boats and boating|Coasts|Architecture|Sailboats|Beaches
edanmdm-saam_1970.184	SAAM	Christ Tempted by the Devil	1.0	SAAM-1970.184_1	Painting	oil on wood	John Ritto Penniman, born Milford, MA 1782-died Baltimore, MD 1841	1818	Landscapes|Evil|Devil|Temptation|Religion|State of being|Cities and towns|Rocks|Bible, N.T.|Angels|Jesus Christ
edanmdm-saam_1962.13.68	SAAM	Arch of Titus, Rome	1.0	SAAM-1962.13.68_1	Painting	watercolor and pencil on paper	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1933	Ruins|Arch of Titus|Architecture|Cityscapes|Triumphal arch
edanmdm-saam_1969.53.2	SAAM	Autumn Tangle	1.0	SAAM-1969.53.2_1	Painting	watercolor	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	1920	Landscapes|Autumn|Forests and forestry|Seasons
edanmdm-saam_1967.6.2	SAAM	Blue Trees	1.0	SAAM-1967.6.2_1	Painting	oil on canvas	H. Lyman Saÿen, born Philadelphia, PA 1875-died Philadelphia, PA 1918	1915-1916	Trees|Landscapes|Architecture|Domestic
edanmdm-saam_1975.76.1	SAAM	The Flight into Egypt	1.0	SAAM-1975.76.1_1	Painting	oil on canvas mounted on paperboard	H. Siddons Mowbray, born Alexandria, Egypt 1858-died Washington, CT 1928	ca. 1915	Landscapes|Animals|Architecture|Donkey|Mary, Blessed Virgin, Saint|Joseph|Religion|Cities and towns|Flight of Jesus Christ into Egypt|Bible, N.T.|Jesus Christ
edanmdm-saam_1991.56.134A	SAAM	Plains of Carthage	1.0	SAAM-1991.56.134A_1	Painting	pencil and watercolor on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	1854	Carthage|Landscapes|Plains|Plains of Carthage
edanmdm-saam_1983.95.96	SAAM	Rocks at Newport	1.0	SAAM-1983.95.96_2	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	ca. 1877-1885	Mountains|Landscapes|Coasts|Rocks
edanmdm-saam_1912.7.1	SAAM	Meadow Brook	1.0	SAAM-1912.7.1_1	Painting	oil on canvas	Charles P. Gruppe, born Picton, Ontario, Canada 1860-died Rockport, MA 1940	ca. 1912	Trees|Landscapes|Animals|Cattle|Plains|Rivers
edanmdm-saam_1985.66.580-U	SAAM	Landscape Background	1.0	SAAM-1985.66.580-U_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1846-1848	Western|Landscapes
edanmdm-saam_1909.7.81	SAAM	The Flume, Opalescent River, Adirondacks	1.0	SAAM-1909.7.81_1-000001	Painting	oil on canvas	Alexander H. Wyant, born Evans Creek, OH 1836-died New York City 1892	ca. 1875	Mountains|Opalescent River|Landscapes|Waterfalls|Forests and forestry|Rivers
edanmdm-saam_1911.8.2	SAAM	The Spouting Whale	1.0	SAAM-1911.8.2_1	Painting	oil on canvas	William Morris Hunt, born Brattleboro, VT 1824-died Appledore, NH 1879	ca. 1870	Boats and boating|Animals|Whales|Waterscapes|Sea
edanmdm-saam_1983.95.150	SAAM	Untitled (landscape, trees near river)	1.0	SAAM-1983.95.150_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1891	Path|Landscapes|Roads|Rivers
edanmdm-saam_1962.13.16	SAAM	Tower of Palazzo Vecchio, Florence, Italy	1.0	SAAM-1962.13.16_1	Painting	watercolor	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1880	Town hall|Architecture|Government|Florence|Cityscapes|Tower|Palazzo Vecchio|Detail
edanmdm-saam_1930.12.39	SAAM	In the Plateau Country, Colorado	1.0	SAAM-1930.12.39_1	Painting	watercolor	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	1931	Mountains|Landscapes|Plains
edanmdm-saam_1977.1.5	SAAM	Untitled	1.0	SAAM-1977.1.5_1	Painting	oil on canvas	Jasper Francis Cropsey, born Rossville, NY 1823-died Hastings-on-Hudson, NY 1900	1876	Landscapes|Autumn|Forests and forestry|Seasons
edanmdm-saam_2014.11.3	SAAM	Brittany Farm	1.0	SAAM-2014.11.3_1	Painting	oil on canvas	Arthur Wesley Dow, born Ipswich, MA 1857-died New York City 1922	1885	Architecture|Farms
edanmdm-saam_1965.18.58	SAAM	(Autumn Mountain Landscape)	1.0	SAAM-1965.18.58_1	Painting	oil on photograph	Unidentified (American)	n.d.	Trees|Mountains|Landscapes|Autumn|Seasons
edanmdm-saam_1983.95.146	SAAM	The Road to the Valley	1.0	SAAM-1983.95.146_1	Painting	oil on canvas mounted on board	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Landscapes|Roads
edanmdm-saam_1983.95.66	SAAM	Pleasant Pastures	1.0	SAAM-1983.95.66_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	1887	Water|Landscapes|Animals|Farms|Cattle
edanmdm-saam_1978.10.1	SAAM	The Lovers Oak near Delville Castle	1.0	SAAM-1978.10.1_1	Painting		Sarah Broome, n.d.		Trees|Landscapes|Oak tree
edanmdm-saam_1969.131	SAAM	Midsummer Moonrise	1.0	SAAM-1969.131_1	Painting	oil on wood	Dwight W. Tryon, born Hartford, CT 1849-died South Dartmouth, MA 1925	1892	Water|Landscapes|Night|Moon|Outer space|Summer|Time|Seasons
edanmdm-saam_1967.7.6	SAAM	Untitled	1.0	SAAM-1967.7.6_1	Painting	watercolor on paper	Fidelia Bridges, born Salem, MA 1835-died Canaan, CT 1923	1876	Landscapes|Plains
edanmdm-saam_1962.4.5	SAAM	Field of Blossoms	1.0	SAAM-1962.4.5_1	Painting	watercolor	William Henry Holmes, born Cadiz, OH 1846-died Royal Oak, MI 1933	1927	Landscapes|Plants|Flowers
edanmdm-saam_1913.6.2	SAAM	Castle Creek Canyon, South Dakota	1.0	SAAM-1913.6.2_1	Painting	oil on canvas	Franklin De Haven, born Bluffon, IN 1856-died New York City 1934	1912	Mountains|Landscapes|Canyon|Rivers|Castle Creek|Castle Creek Canyon
edanmdm-saam_1971.443A	SAAM	Landscape	1.0	SAAM-1971.443A_1	Painting	oil on paperboard	Alfred H. Maurer, born New York City 1868-died New York City 1932	ca. 1925	Art, abstract|Art|Landscapes
edanmdm-saam_1985.66.382	SAAM	Beautiful Clay Bluffs, 1900 Miles above St. Louis	1.0	SAAM-1985.66.382_1	Painting	oil on canvas	George Catlin, born Wilkes-Barre, PA 1796-died Jersey City, NJ 1872	1832	Western|Landscapes|Plains
edanmdm-saam_1930.12.31	SAAM	Landscape Sketch	1.0	SAAM-1930.12.31_1	Painting	watercolor	J. Frank Currier, born Boston, MA 1843-died Waverly, MA 1909	ca. 1880	Landscapes
edanmdm-saam_1974.69.3	SAAM	Modigliani Gate Post	1.0	SAAM-1974.69.3_1	Painting	oil on wood	Carroll Beckwith, born Hannibal, MO 1852-died New York City 1917	1910	Landscapes|Architecture|Florence|Gate|Detail
edanmdm-saam_1950.2.6	SAAM	White Flamingoes, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.6_1	Painting	oil on wood	Abbott Handerson Thayer, born Boston, MA 1849-died Dublin, NH 1921	ca. 1905-1909	Animals|Flamingo|Birds
edanmdm-saam_1911.4.1	SAAM	Aurora Borealis	1.0	SAAM-1911.4.1_2-000001	Painting	oil on canvas	Frederic Edwin Church, born Hartford, CT 1826-died New York City 1900	1865	Weather|Aurora|Boats and boating|Landscapes|Coasts|Snow|Waterscapes|Sea
edanmdm-saam_1968.111	SAAM	Kanawha River Valley	1.0	SAAM-1968.111_1	Painting	oil on canvas	Samuel Colman, born Portland, ME 1832-died New York City 1920	ca. 1888-1890	Trees|Mountains|Landscapes|Kanawha River|Valleys|Kanawha River Valley|Rivers
edanmdm-saam_1962.13.72	SAAM	Santa Maria Della Salute, Venice	1.0	SAAM-1962.13.72_1	Painting	watercolor and pencil on paper	Cass Gilbert, born Zanesville, OH 1858-died Brockenhurst, England 1934	1933	Boats and boating|Architecture|Moon|Outer space|Gondola|Religion|Cityscapes|Church buildings|Santa Maria della Salute
edanmdm-saam_1991.56.127	SAAM	Tomb of Virgil, Naples	1.0	SAAM-1991.56.127_1	Painting	watercolor and pencil on paper	Miner Kilbourne Kellogg, born Manlius Square, NY 1814-died Toledo, OH 1889	n.d.	Landscapes|Architecture|Virgil|Monuments|Tomb|Naples|Stairs|Detail
edanmdm-saam_1983.95.210	SAAM	Scene of Algiers	1.0	SAAM-1983.95.210_2	Painting	oil on paperboard	Henry Ossawa Tanner, born Pittsburgh, PA 1859-died Paris, France 1937	n.d.	Trees|Landscapes
edanmdm-saam_1985.66.326_803	SAAM	Sitka from the Islands, Showing Russian Castle, 1888	1.0	SAAM-1985.66.326803_1	Painting	watercolor on paper, mounted on paperboard	Theodore J. Richardson, born Readfield, ME 1855-died Minneapolis, MN 1914	1888	Landscapes|Coasts|Architecture|Sitka|Russian Castle|Castles
edanmdm-saam_1929.6.108	SAAM	Marble Fountain in Italy	1.0	SAAM-1929.6.108_1	Painting	watercolor	John Singer Sargent, born Florence, Italy 1856-died London, England 1925	ca. 1907	Landscapes|Fountain|Monuments|Florence|Parks
edanmdm-saam_1983.95.174	SAAM	Landscape with Lake	1.0	SAAM-1983.95.174_1	Painting	oil on canvas	Robert S. Duncanson, born Seneca County, NY 1821/22-died Detroit, MI 1872	1864	Landscapes|Architecture|Lakes|Fence|Detail
edanmdm-saam_1950.2.27A	SAAM	Crumpled Leaf Caterpillar, study for book Concealing Coloration in the Animal Kingdom	1.0	SAAM-1950.2.27A_1	Painting	watercolor	Gerald H. Thayer, born Cornwall-on-Hudson, NY 1883-died Keene, NH 1939		Leaves|Animals|Insects|Caterpillars|Foliage
edanmdm-saam_1994.120	SAAM	The Headless Horseman Pursuing Ichabod Crane	1.0	SAAM-1994.120_1	Painting	oil on canvas	John Quidor, born Tappan, NY 1801-died Jersey City, NJ 1881	1858	Legend of Sleepy Hollow|Landscapes|Literature|Evening|Character|Horsemen and horsewomen|Headless Horseman|Forests and forestry|Time|Irving|Icahabod Crane
edanmdm-saam_1983.95.98	SAAM	Untitled (cattle near river with sailboat in distance)	1.0	SAAM-1983.95.98_1	Painting	oil on canvas	Edward Mitchell Bannister, born St. Andrews, New Brunswick, Canada 1828-died Providence, RI 1901	n.d.	Water|Landscapes|Animals|Farms|Cattle|Goat
edanmdm-saam_1952.13.104	SAAM	Chambre des Deputes in a Mist	1.0	SAAM-1952.13.104_1	Painting	oil on canvas	Frank Edwin Scott, born Buffalo, NY 1863-died Paris, France 1929	n.d.	Bridges|Weather|Chambre des Deputes|Courthouse|Architecture|Government|Cityscapes|Rivers|Seine River|Fog
edanmdm-saam_1930.12.55	SAAM	A Tree Study	1.0	SAAM-1930.12.55_1	Painting	watercolor	Ross Turner, born Westport, NY 1847-died Nassau, Bahamas 1915	1879	Trees|Landscapes|Forests and forestry|Birch tree
